ID;Position;ParentID;Type;Key;Title;Description;ReleasePolicy;Datatype;Unit;Decimals;Default
325;;316;TopicGroup;;Naar functie;"Gebruik van de beschikbare ruimte van Nederland en de veranderingen die zich daarin voordoen.
Luchtfoto's zijn vanaf 1989 de primaire bron bij de inventarisatie van het bodemgebruik. Waar nodig worden stadsplattegronden en andere (digitale) informatiebronnen geraadpleegd.

Tot 2000 is de werkwijze als volgt.
De diverse vormen van bodemgebruik worden vastgelegd op een topografische ondergrond, schaal 1 : 10 000, en vervolgens met behulp van een Geografisch Informatie Systeem (GIS) opgeslagen (gedigitaliseerd). 
Uiteindelijk worden per gemeente de oppervlakten van de bodemgebruiks- categorieën berekend. Bij volgende inventarisaties kan veelal worden volstaan met het overnemen van de wijzigingen in de toestand van het bodemgebruik. 
Alleen waar de topografische ondergrond ingrijpend is gewijzigd vindt vernieuwing daarvan plaats. Vanaf 1996 is voor het eerst gebruik gemaakt van digitale luchtfoto's. Deze digitale luchtfoto's worden op het beeldscherm afgebeeld. 
Daar wordt de bodemgebruikskaart van de vorige inventarisatie op geprojecteerd. Vervolgens worden de wijzigingen in het bodemgebruik opgezocht en direct met behulp van de software aangebracht.

Met ingang van het jaar 2000 is de methodiek nogmaals ingrijpend gewijzigd.
Voor dat peiljaar is voor het eerst gebruik gemaakt van de basisgeometrie uit de digitale topografische kaart 1: 10 000, de zogenaamde TOP10Vector, van de Topografische Dienst. 
Andere geografische bestanden (buiten de bestanden van het CBS) sluiten ook vaak aan bij de Top10Vector.
Dat maakt de uitwisseling van het Bestand BodemGebruik (BBG) met geografische informatie uit andere bronnen eenvoudiger. De nieuwste topografische gegevens worden ook geautomatiseerd in het BBG verwerkt.
De 37 verschillende vormen van bodemgebruik zijn ondergebracht in zes hoofdgroepen. De totale oppervlakte van deze zes hoofdgroepen kan afwijken van de gepubliceerde totale oppervlakte land omdat dat cijfer namelijk jaren eerder is afgeleid uit een vorig bestand Bodemgebruik.

Het bodemgebruik (BBG) wordt doorgaans vastgesteld over een verslagjaar wat drie tot vier jaar vóór het lopende jaar ligt. Dat komt door de lange productietijd van het BBG. Voor actuele cijfers van het bodemgebruik per gemeente, wordt dan het BBG van een eerder verslagjaar gecombineerd met meer recente gemeentegrenzen.
Bij het gebruik van het BBG van een eerder verslagjaar dan het jaar van de gebruikte gemeentegrenzen, kunnen er verschillen ontstaan in de totalen per regio ten opzichte van de gemeentelijke cijfers van het BBG-jaar zelf. Dit wordt veroorzaakt doordat het CBS met ingang van 1 januari 2011 is overgegaan op het burgerlijke gemeentegrenzenbestand, wat kleine wijzigingen heeft in de gemeentelijke oppervlakte ten opzichte van eerdere jaren.
De verschillen in oppervlakte per gemeente komen voornamelijk voor in gemeenten met landsgrenzen. Hierdoor kan bijvoorbeeld een stukje buitenland worden toegevoegd aan de gemeente, maar ook een stukje van die gemeente als buitenland worden aangemerkt. Bij de combinatie van deze nieuwe gemeentegrenzen met een eerder jaar van het BBG worden daardoor beide stukjes niet meer geteld in het totaal van de gemeente, omdat het BBG het ene stuk als buitenland aangeeft en het andere stuk als niet liggend binnen de gemeentegrens. Dit kan ook gevolgen hebben voor de totalen van bovenliggende regio's zoals COROP, provincies of landsdelen.


VERKEERSTERREIN
Terrein in gebruik voor spoor-, weg- en luchtverkeer.

Spoorterrein
Terrein in gebruik voor vervoer en transport per rail.
Tot spoorterrein wordt gerekend:
- spoorweg, tot de voet van de spoordijk, bij een ingesneden baan inclusief de taluds;
- doodlopend zijspoor naar bedrijfsterrein;
- rangeerterrein;
- spoorwegemplacement inclusief stationsgebouwen en bijbehorende parkeerterreinen.
Niet tot spoorterrein wordt gerekend:
- smalspoor, dit wordt gerekend tot de aangrenzende vorm van grondgebruik.

Wegverkeersterrein
Terrein in gebruik voor vervoer en transport over het hoofdwegennetwerk.
Tot wegverkeersterrein wordt gerekend:
- wegen die volgens de TOP10vector specificatie de functie van vervoers-ader hebben (aaneensluitingen van de TOP10Vectorcodes: 200, 208,210, 220, 230, 234, 240, 244, 250, 280, 287, 290, 300, 310, 314, 320,324, 330, 334);
- groen in aansluitingen van wegen en binnen klaverbladen;
- parkeerplaats;
- busstation;
- benzinestation;
- opslagplaats van onder andere Rijks- en Provinciale Waterstaat voor onderhoud.
Niet tot wegverkeersterrein wordt gerekend:
- ingesloten groen groter dan 1 ha in gebruik als landbouwgrond of bos;
- ingesloten water groter dan 1 ha;
- hoofdweg in aanbouw.
Ondergrens: Geen, moet echter wel deel uitmaken van het wegennetwerk.

Vliegveld
Terrein in gebruik voor vervoer en transport door de lucht.
Tot vliegveld wordt gerekend:
- Verharde en onverharde start- en rolbanen;
- bijbehorende gebouwen en parkeerterreinen.
Niet tot vliegveld wordt gerekend:
- onverharde grond binnen de omheining van het vliegveld (geen start- of rolbaan);
- bij het vliegveld gelegen terrein(en) met dienstverlenende bedrijven.


BEBOUWD TERREIN
Terrein in gebruik voor wonen, werken, winkelen, uitgaan, cultuur en openbare voorzieningen.

Woonterrein
Terrein dat voornamelijk voor het wonen bestemd is, inclusief primaire woonvoorzieningen. Tot woonterrein worden gerekend:
- terrein met bestemming wonen;
- primaire voorzieningen als (buurt)winkels, scholen voor kleuter- en basisonderwijs;
- bijkantoren van onder andere banken;
- groenvoorziening kleiner dan 1 hectare;
- straten en parkeerplaatsen;
- erven, tuinen;
- trapveldjes en speelplaatsen;
- woonwagenkamp (exclusief wrakkenopslagplaatsen > 0,1 ha).
Wanneer woonwijken in bos zijn gelegen, wordt het gehele terrein als woonterrein aangemerkt indien er van een stratenpatroon sprake is.

Terrein voor detailhandel en horeca
Terrein in gebruik voor geconcentreerde detailhandel en horeca- activiteiten. Tot terrein voor detailhandel en horeca wordt gerekend:
- winkelcentrum, veelal gelegen in en/of aan voetgangersgebied (ook al wordt daarboven gewoond);
- goederenmarkt;
- terrein met bedrijven in de horecasector;
- bijbehorende parkeerterreinen.
Door nieuwe en betere bronnen zijn de cijfers voor deze categorie per 2003 drastisch verbeterd. Dit heeft wel gevolgen voor de vergelijkbaarheid door de tijd.

Terrein voor openbare voorzieningen
Terrein in gebruik voor het algemene nut, zoals gemeentehuizen,
politiebureaus en nutsbedrijven.
Tot terrein voor openbare voorziening wordt gerekend:
- ministerie;
- gemeentehuis (stadskantoor), kantoor openbare werken enzovoort;
- grenskantoor (douane enzovoort);
- provinciehuis;
- politiebureau, brandweerkazerne, rechtbank, gevangenis;
- nutsbedrijf (gas, water, elektriciteit, stadsverwarming en centrale antenne-inrichtingen) incl. het daarbij behorende terrein;
- waterzuiveringsinstallatie en vuilverbrandingsinstallatie, evenals de opslagplaatsen;
- opslagterrein ten behoeve van Rijk, Provincie en Gemeente, met
uitzondering van opslagterrein voor het onderhoud van wegen;
- militair object, zoals munitiedepot, kazerne, mobilisatiecomplex, radarpost en schietbaan;
- fort (voormalig);
- bijbehorende parkeerterreinen en bos- of heesterstroken.
Openbare voorzieningen worden in de topografische kaart in de regel met een afrastering afgebakend. Als begrenzing van een object wordt dan de afrastering aangehouden.

Terrein voor sociaal-culturele voorzieningen
Terrein in gebruik voor sociale en culturele voorzieningen zoals ziekenhuizen, universiteiten en musea.
Tot terrein voor sociaal-culturele voorziening wordt gerekend:
- onderwijsinstelling voor het voortgezet en hoger onderwijs;
- internaat;
- conferentieoord;
- ziekenhuis, sanatorium, verpleeghuis, psychiatrisch ziekenhuis, inrichting voor zwakzinnigen en dergelijke;
- kerk, klooster, museum (ook voor het publiek toegankelijke kastelen), exclusief openluchtmuseum;
- schouwburg, bioscoop, concert- en congresgebouw;
- cultureel centrum;
- wijkgebouw, verenigingsgebouw, jeugdsociëteit;
- sociale werkplaats;
- bijbehorende parkeerplaatsen, tuinen en bos- of heesterstroken.
Sociaal-culturele voorzieningen worden in de topografische kaart soms met een afrastering afgebakend. Als begrenzing van een object wordt de afrastering aangehouden.

Bedrijventerrein
Terrein in gebruik voor nijverheid, handel en zakelijke dienstverlening.
Tot bedrijventerrein wordt gerekend:
- fabrieksterrein;
- haventerrein;
- veilingterrein;
- tentoonstellingsterrein;
- veemarkt (al dan niet overdekt);
- groothandelscomplex;
- terrein met banken en verzekeringsmaatschappijen en dergelijke;
- bijbehorend opslagterrein en parkeergelegenheid;
- garage (incl. parkeergarage);
- garage van busmaatschappij;
- kantoorgebouw;
- bijbehorende parkeerterreinen.
Niet tot deze categorie behoren ingesloten braak-, en/of niet bouwrijpe bedrijventerreinen. Deze worden tot bouwterrein gerekend.


SEMI-BEBOUWD TERREIN
Terrein met een zekere mate van verharding dat niet in gebruik is als verkeersterrein of bebouwd terrein.

Stortplaats
Terrein voor opslag van afval.
Tot stortplaats wordt gerekend:
- Stortplaats;
- Bijbehorende gebouwen, parkeerterreinen en bos- of heesterstroken.

Wrakkenopslagplaats
Terrein voor de opslag en/of sloop van autowrakken.
Tot wrakkenopslagplaats wordt gerekend:
- terrein voor opslag van autowrakken;
- sloperij;
- bijbehorende gebouwen, parkeerterreinen en bos- of heesterstroken.
Niet tot wrakkenopslagplaats wordt gerekend:
- terrein in gebruik voor de schrootverwerkende industrie.
Ondergrens 0,1 hectare.

Begraafplaats
Terrein in gebruik voor begraven en cremeren.
Tot begraafplaats wordt gerekend:
- terrein voor het begraven van mensen of dieren;
- crematorium;
- bijbehorende gebouwen, parken, tuinen, parkeerterreinen en bos- of heesterstroken.
Ondergrens 0,1 hectare.

Delfstofwinplaats
Terrein voor het winnen van grondstoffen uit de bodem.
Tot delfstofwinplaats wordt gerekend:
- Terrein voor diepte- en oppervlakwinning van grondstoffen;
- de tot dat terrein behorende gebouwen, parkeergelegenheden, opslagplaatsen van winningsproducten en afvalstoffen;
- bijbehorende parkeerterreinen.
Tot grondstoffen worden gerekend:
- aardgas;
- aardolie;
- gesteente;
- grind;
- klei;
- leem;
- mergel;
- veen;
- zand;
- zout.
Winplaatsen van aardgas en aardolie zijn op de topografische kaart in de regel met een afrastering afgebakend. Als begrenzing van een object wordt dan de afrastering aangehouden.
Ondergrens 0,5 hectare.

Bouwterrein
Terrein in gebruik als bouwlocatie.
Tot bouwterrein wordt gerekend:
- terrein waarop wordt gebouwd of voorbereidende bouwsporen voorkomen;
- braakliggende grond in bedrijfsterrein.

Semi-verhard overig terrein
Overig semi-bebouwd terrein met een zekere mate van verharding.
Tot semi-verhard overig terrein wordt gerekend:
- niet met gras begroeide dijk;
- in zee lopende pier;
- braakliggend terrein voor zover dit niet als bouwterrein kan worden beschouwd;
- niet meer in gebruik zijnde spoorbaan.
Voor aan land vastzittende, in water gelegen pieren en strekdammen geldt een ondergrens van 0,1 hectare.


RECREATIETERREIN
Terrein bestemd voor recreatief gebruik.

Park en plantsoen
Terrein met groenvoorziening in gebruik voor ontspanning.
Tot park en plantsoen wordt gerekend:
- terrein voor het publiek opengesteld bestaande uit gazons, speel- en ligweiden, paden, bosschages, bloemperken, heesterbeplanting en waterpartijen;
- groenstroken.
Delen van het park die zijn te typeren als bos (ook indien groter dan 1 hectare) worden als park of plantsoen geclassificeerd.
Bij de inventarisatie van 2003 is extra nadruk gelegd bij het in kaart brengen van parken en plantsoenen. Dit heeft geresulteerd in kwalitatief betere cijfers.

Sportterrein
Terrein in gebruik voor sportactiviteiten
Tot sportterrein wordt gerekend:
- terrein voor veldsport inclusief draf- en rensport, golfterrein;
- zwembad, (kunst)ijsbaan;
- sporthal en manege;
- permanente motorcrossbaan (ook provisorisch ingericht);
- bijbehorende tribunes, parkeerterreinen en bos- of heester- stroken;
- bos voor zover gelegen in het sportterrein.
Ondergrens 0,5 hectare.

Volkstuin
Terrein voor niet-commerciële sier- en groenteteelt.
Tot volkstuin wordt gerekend:
- in complexen gelegen volkstuinen;
- veelal langgerekte complexen pal langs de spoorwegen;
- schooltuinen;
- bijbehorende parkeerterreinen en bos- of heesterstroken.
Ondergrens 0,1 hectare.

Dagrecreatief terrein
Terrein in gebruik voor dagrecreatie zoals dierentuinen, openluchtmusea en pretparken. Tot dagrecreatief terrein wordt gerekend:
- dagcamping;
- dierentuin en safaripark;
- sprookjestuin;
- pretpark;
- openluchtmuseum;
- jachthavens exclusief het water, maar inclusief terrein voor aanverwante bedrijvigheid, met een minimale oppervlakte van 0,1 ha;
- bijbehorende parkeerterreinen en bos- of heesterstroken.
De volgende terreinen worden eveneens tot deze categorie gerekend als ze geen deel uitmaken van park en plantsoen:
- speeltuinen;
- picknickplaatsen;
- hertenkampen;
- kinderboerderijen;
- midgetgolfterreinen;
- speelweiden.
Ondergrens voor jachthavens is 0,1 hectare voor het landgedeelte.

Verblijfsrecreatief terrein
Terrein in gebruik voor een meerdaags recreatief verblijf, zoals camping, bungalowparken en jeugdherbergen.
Tot verblijfsrecreatief terrein wordt gerekend:
- kampeer- en caravanterrein, kampeerboerderij;
- camping;
- terrein met tweede woningen;
- bungalowpark en vakantiehuizen;
- jeugdherberg;
- bijbehorende parkeerterreinen en bos- of heesterstroken.
Verblijfsrecreatieve terreinen worden in de topografische kaart soms met een afrastering afgebakend. Als begrenzing van een object wordt dan de afrastering aangehouden.


AGRARISCH TERREIN
Terrein in gebruik voor glastuinbouw, of als grasland, tuinland, bouwland of boomgaard. ·
.
Terrein voor glastuinbouw
Terrein in gebruik voor agrarische bedrijfsvoering onder staand glas.
Tot terrein voor glastuinbouw wordt gerekend:
- terrein in gebruik voor de teelt van gewassen onder staand glas;
- in- en aanliggende waterbassins.

Overig agrarisch terrein
Agrarisch terrein niet in gebruik voor glastuinbouw, zoals grasland, tuinland, bouwland of boomgaard.
Tot overig agrarisch terrein wordt gerekend:
- grasland (hooi- en weiland) inclusief de met gras begroeide dijken en uiterwaarden;
- terrein bestemd voor veehouderij;
- hoogstam- zowel als laagstamboomgaard, inclusief onderteelt, verzorgingspaden en windsingels;
- terrein beteeld met akkerbouw- en tuinbouwgewassen;
- terrein in gebruik voor de teelt van kleinfruit;
- verspreide bebouwing met bijbehorende erven en tuinen, voor zover die te midden van of langs een terrein voor landbouwactiviteiten liggen;
- natuurlijk grasland.


BOS EN OPEN NATUURLIJK TERREIN
Terrein in gebruik als bos, als droog of als nat open natuurlijk terrein.

Bos
Terrein begroeid met bomen bestemd voor houtproductie en/of natuurbeheer,
Tot bos wordt gerekend:
- terrein zodanig begroeid met bomen, dat de kruinen een min of meer gesloten geheel vormen dan wel zullen gaan vormen;
- kapvlakte;
- brandgang;
- bospad;
- boomkwekerij;
- houtopslagplaats;
- verspreide bebouwing, voor zover die in het bos ligt;
- populierenweide.
Niet tot bos worden gerekend:
- beboste delen van parken;
- niet in het bos gelegen boomkwekerijen;
- woongebieden (met stratenpatroon) en terreinen voor verblijfsrecreatie die in bos gelegen zijn;
- in het bos gelegen campings.

Open droog natuurlijk terrein
Open terrein met een droge ondergrond, met als belangrijkste functie natuur. Tot open droog natuurlijk terrein wordt gerekend:
- droog heideterrein;
- met grasachtig gewas begroeid natuurlijk terrein (niet voor agrarisch gebruik);
- duin;
- zandverstuiving;
- zandplaat;
- strand.

Open nat natuurlijk terrein
Open terrein met een natte ondergrond met als belangrijkste functie
natuur. Tot open nat natuurlijk terrein wordt gerekend:
- nat heideterrein;
- riet en biezen (ook indien in cultuur);
- kwelder, schor of gors (bij gemiddeld hoogwater niet onderlopend);
- drooggevallen grond, mits onbegroeid;
- blauwgrasland.
Niet tot open nat natuurlijk terrein wordt gerekend:
- griend;
- nat bos.
";;;;;
326;;325;TopicGroup;;Oppervlakte;;;;;;
327;250;326;Topic;Verkeersterrein_249;Verkeersterrein;;;Double;ha;0;Impossible
328;251;326;Topic;BebouwdTerrein_250;Bebouwd terrein;;;Double;ha;0;Impossible
329;252;326;Topic;SemiBebouwdTerrein_251;Semi-bebouwd terrein;;;Double;ha;0;Impossible
330;253;326;Topic;Recreatieterrein_252;Recreatieterrein;;;Double;ha;0;Impossible
331;254;326;Topic;AgrarischTerrein_253;Agrarisch terrein;;;Double;ha;0;Impossible
332;255;326;Topic;BosEnOpenNatuurlijkTerrein_254;Bos en open natuurlijk terrein;;;Double;ha;0;Impossible
333;;325;TopicGroup;;Percentages;;;;;;
334;256;333;Topic;Verkeersterrein_255;Verkeersterrein;;;Double;in % oppervlakte land;1;Impossible
335;257;333;Topic;BebouwdTerrein_256;Bebouwd terrein;;;Double;in % oppervlakte land;1;Impossible
336;258;333;Topic;SemiBebouwdTerrein_257;Semi-bebouwd terrein;;;Double;in % oppervlakte land;1;Impossible
337;259;333;Topic;Recreatieterrein_258;Recreatieterrein;;;Double;in % oppervlakte land;1;Impossible
338;260;333;Topic;AgrarischTerrein_259;Agrarisch terrein;;;Double;in % oppervlakte land;1;Impossible
339;261;333;Topic;BosEnOpenNatuurlijkTerrein_260;Bos en open natuurlijk terrein;;;Double;in % oppervlakte land;1;Impossible
340;;325;TopicGroup;;Per inwoner;;;;;;
341;262;340;Topic;Verkeersterrein_261;Verkeersterrein;;;Double;ha / 1 000 inwoners;0;Impossible
342;263;340;Topic;BebouwdTerrein_262;Bebouwd terrein;;;Double;ha / 1 000 inwoners;0;Impossible
343;264;340;Topic;SemiBebouwdTerrein_263;Semi-bebouwd terrein;;;Double;ha / 1 000 inwoners;0;Impossible
344;265;340;Topic;Recreatieterrein_264;Recreatieterrein;;;Double;ha / 1 000 inwoners;0;Impossible
345;266;340;Topic;AgrarischTerrein_265;Agrarisch terrein;;;Double;ha / 1 000 inwoners;0;Impossible
346;267;340;Topic;BosEnOpenNatuurlijkTerrein_266;Bos en open natuurlijk terrein;;;Double;ha / 1 000 inwoners;0;Impossible
347;;;TopicGroup;;Lokalisering;"De rubriek 'Lokalisering' bevat de namen en coderingen van een aantal door het CBS onderhouden gebiedsindelingen. Deze indelingen zijn ook opgenomen in de StatLinepublicaties Gebieden in Nederland.

Hiermee kan een gebruiker zelf overzichten maken. Zo kunnen door het samentellen van gemeentelijke cijfers over het aantal personenauto's of eenpersoonshuishoudens uitkomsten worden verkregen voor veiligheidsregio's.
Ook kan zo bijvoorbeeld het aantal banen per arbeidsmarktregio worden berekend.

Optellen van gemeentelijke cijfers tot totalen voor een bepaald gebied is echter niet altijd mogelijk. Voor sommige onderwerpen ontbreken bij een aantal gemeenten cijfers om redenen van statistische betrouwbaarheid, geheimhouding of niet aanwezig zijn van gegevens in het basismateriaal (non-respons).";;;;;
348;;347;TopicGroup;;Lokaliseringen van gemeenten;Dit onderdeel bevat informatie over de relatie tussen de gemeentelijke indeling (het laagste bestuurlijk niveau) en diverse onderverdelingen van het Nederlandse grondgebied op bovengemeentelijk niveau.;;;;;
349;;348;TopicGroup;;Arbeidsmarktregio's;"AM = Arbeidsmarktregio
Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. Nederland telt 35 arbeidsmarktregio's.

Met ingang van 1-1-2021 is de gemeente Vijfheerenlanden in zijn geheel toebedeeld aan de Arbeidsmarktregio 'Gorinchem', code AM35. In de jaren hiervoor was de gemeente over meerdere Arbeidsmarktregio's verdeeld en staat daarom voor die jaren in deze tabel als 'Niet in te delen', code AM99.";;;;;
350;268;349;Topic;Code_267;Code;Codes van de arbeidsmarktregio's.;;String;code;0;Impossible
351;269;349;Topic;Naam_268;Naam;Namen van de arbeidsmarktregio's.;;String;naam;0;Impossible
352;;348;TopicGroup;;Arrondissementen (rechtsgebieden);"AR = Arrondissement (rechtsgebied)
Lokalisering van gemeenten per arrondissement. Een arrondissement is het rechtsgebied van een van de 11 rechtbanken in Nederland. De indeling in 11 arrondissementen betreft een onderverdeling van de ressorten, dat zijn de rechtsgebieden van de gerechtshoven.";;;;;
353;270;352;Topic;Code_269;Code;"Codes van de rechtsgebieden van de arrondissementen.
";;String;code;0;Impossible
354;271;352;Topic;Naam_270;Naam;"Namen van de rechtsgebieden van de arrondissementen.
";;String;naam;0;Impossible
355;;348;TopicGroup;;COROP-gebieden;"CR = COROP-gebied
Lokalisering van gemeenten per COROP-gebied. De indeling in COROP-gebieden vormt een regionaal niveau tussen gemeenten en provincies in. Omstreeks 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden.
";;;;;
356;272;355;Topic;Code_271;Code;Codes van de COROP-gebieden.;;String;code;0;Impossible
357;273;355;Topic;Naam_272;Naam;Namen van de COROP-gebieden.;;String;naam;0;Impossible
358;;348;TopicGroup;;COROP-plusgebieden;"CP = COROP-plusgebied
Lokalisering van gemeenten naar COROP-plusgebieden. Een onderverdeling van de COROP-(sub)gebieden, waarbij de volgende gebieden zijn opgesplitst: Utrecht, Overig Groot-Amsterdam, Agglomeratie 's-Gravenhage, Zuidoost-Zuid-Holland en Flevoland. Nederland telt 52 COROP-plusgebieden.

De indeling is beschikbaar vanaf 1 januari 2005.";;;;;
359;274;358;Topic;Code_273;Code;Codes van de COROP-plusgebieden.;;String;code;0;Impossible
360;275;358;Topic;Naam_274;Naam;Namen van de COROP-plusgebieden.;;String;naam;0;Impossible
361;;348;TopicGroup;;COROP-subgebieden;"CS = COROP-subgebied
Lokalisering van gemeenten naar COROP-subgebieden. Een onderverdeling van de 40 COROP-gebieden, waarbij de volgende gebieden zijn opgesplitst: Groot-Amsterdam, Groot-Rijnmond en Noordoost-Noord-Brabant. Nederland telt 43 COROP-subgebieden.
";;;;;
362;276;361;Topic;Code_275;Code;Codes van de COROP-subgebieden.;;String;code;0;Impossible
363;277;361;Topic;Naam_276;Naam;Namen van de COROP-subgebieden.;;String;naam;0;Impossible
364;;348;TopicGroup;;GGD-regio's;"GG = GGD-regio
Een in 1990 door het toenmalig Ministerie van Welzijn, Volksgezondheid en Cultuur vastgestelde indeling in samenwerkingsgebieden voor de gemeentelijke gezondheidsdiensten (GGD). Deze indeling is in de loop der jaren verschillende keren gewijzigd. De indeling is voor het laatst herzien op 1 januari 2014 en telt vanaf die datum 25 gebieden. Deze indeling in GGD-regio's werd tot 2008 vermeld onder GGD-gebieden. De codering is toen ook uitgebreid van een tweecijferige naar een viercijferige code.
";;;;;
365;278;364;Topic;Code_277;Code;Codes van de samenwerkingsgebieden voor gemeentelijke gezondheidsdiensten (GGD).;;String;code;0;Impossible
366;279;364;Topic;Naam_278;Naam;Namen van de samenwerkingsgebieden voor gemeentelijke gezondheidsdiensten (GGD).;;String;naam;0;Impossible
367;;348;TopicGroup;;Jeugdzorgregio's;"JZ = Jeugdregio 
Een door gemeenten vastgestelde indeling in samenwerkingsgebieden voor uitvoering van de Jeugdwet (2014). In CBS-publicaties van eerdere jaren kan de term jeugdzorgregio's voorkomen, maar met ingang van 2019 wordt gesproken van jeugdregio's. Nederland telt 42 jeugdregio's.
";;;;;
368;280;367;Topic;Code_279;Code;Codes van de jeugdzorgregio's.;;String;code;0;Impossible
369;281;367;Topic;Naam_280;Naam;Namen van de jeugdzorgregio's.;;String;naam;0;Impossible
370;;348;TopicGroup;;Kamer van Koophandel;"KK = Kamer van Koophandel
De indeling in werkgebieden van de Kamer van Koophandel regio's (KvK). De indeling wordt gehanteerd met ingang van 2008 en telde toen 12 KvK regio's. Per 1 januari 2014 is de indeling volledig herzien. Nederland telt vanaf die datum 5 KvK-regio's.
";;;;;
371;282;370;Topic;Code_281;Code;Codes van de Kamer van Koophandel regio's (KvK).;;String;code;0;Impossible
372;283;370;Topic;Naam_282;Naam;Namen van de Kamer van Koophandel regio's (KvK).;;String;naam;0;Impossible
373;;348;TopicGroup;;Landbouwgebieden;"LB = Landbouwgebied
Lokalisering van gemeenten per landbouwgebied. Groepering van gemeenten met (zoveel mogelijk) gelijksoortige typen van landbouwbedrijven. De indeling in landbouwgebieden is in 1991 door de Adviescommissie Landbouwstatistieken vastgesteld en valt binnen de provinciegrenzen. Nederland telt 65 landbouwgebieden.";;;;;
374;284;373;Topic;Code_283;Code;Codes van de landbouwgebieden.;;String;code;0;Impossible
375;285;373;Topic;Naam_284;Naam;Namen van de landbouwgebieden.;;String;naam;0;Impossible
376;;348;TopicGroup;;Landbouwgebieden (groepen);"LG = Groep van landbouwgebieden
Lokalisering van gemeenten per groep van landbouwgebieden. Een samenvoeging van de 65 landbouwgebieden tot 14 groepen van landbouwgebieden. Deze indeling is in 1991 tezamen met de indeling in 65 landbouwgebieden vastgesteld door de Adviescommissie Landbouwstatistieken.
";;;;;
377;286;376;Topic;Code_285;Code;Codes van de groepen van landbouwgebieden.;;String;code;0;Impossible
378;287;376;Topic;Naam_286;Naam;Namen van de groepen van landbouwgebieden.;;String;naam;0;Impossible
379;;348;TopicGroup;;Landsdelen;"LD = Landsdeel
Lokalisering van gemeenten per landsdeel. Nederland telt 4 landsdelen:
Noord-Nederland: Groningen, Fryslân, Drenthe
Oost-Nederland: Overijssel, Flevoland, Gelderland
West-Nederland: Utrecht, Noord-Holland, Zuid-Holland, Zeeland
Zuid-Nederland: Noord-Brabant, Limburg";;;;;
380;288;379;Topic;Code_287;Code;Codes van de landsdelen.;;String;code;0;Impossible
381;289;379;Topic;Naam_288;Naam;Namen van de landsdelen.;;String;naam;0;Impossible
382;;348;TopicGroup;;Provincies;"PV = Provincie
Lokalisering van gemeenten per provincie. Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12 provincies.
";;;;;
383;290;382;Topic;Code_289;Code;Codes van de provincies. De codering houdt rekening met de wijziging in volgorde van provincies vanwege de instelling van de provincie Flevoland per 1 januari 1986.;;String;code;0;Impossible
384;291;382;Topic;Naam_290;Naam;Namen van de provincies.;;String;naam;0;Impossible
385;;348;TopicGroup;;Regionale eenheden;"RE = Regionale eenheid
De indeling in regionale eenheden is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Tot 2013 was de politie verdeeld in 25 regiokorpsen (politieregio's) en het Korps Landelijke Politiediensten (KLPD). Vanaf 2013 telt Nederland 10 regionale eenheden en één landelijke eenheid. De 10 regionale eenheden zijn onderverdeeld in onder andere 43 politiedistricten en 167 basisteams.
";;;;;
386;292;385;Topic;Code_291;Code;Codes van de regionale eenheden.;;String;code;0;Impossible
387;293;385;Topic;Naam_292;Naam;Namen van de politie regionale eenheden.;;String;naam;0;Impossible
388;;348;TopicGroup;;RegioPlus-arbeidsmarktregio's;"RA = RegioPlus-arbeidsmarktregio
Een indeling in regio's van waaruit regionale werkgeversorganisaties, verenigd in het samenwerkingsverband RegioPlus, zich inzetten voor het behouden en aantrekken van voldoende en goed gekwalificeerd personeel in zorg en welzijn. Deze indeling is tot stand gekomen vanuit dit samenwerkingsverband. Nederland telt 28 RegioPlus-arbeidsmarktregio's.";;;;;
389;294;388;Topic;Code_293;Code;Codes van de RegioPlus-arbeidsmarktregio's.;;String;code;0;Missing
390;295;388;Topic;Naam_294;Naam;Namen van de RegioPlus-arbeidsmarktregio's.;;String;naam;0;Missing
391;;348;TopicGroup;;Ressorten (rechtsgebieden);"RT = Ressort (rechtsgebied)
Lokalisering van gemeenten per ressort. Een ressort is het rechtsgebied van een van de gerechtshoven in Nederland. Elk ressort beslaat een aantal arrondissementen, dat zijn de rechtsgebieden van de rechtbanken.
";;;;;
392;296;391;Topic;Code_295;Code;Codes van de ressorten (gerechtshoven).;;String;code;0;Impossible
393;297;391;Topic;Naam_296;Naam;Namen van de ressorten (gerechtshoven).;;String;naam;0;Impossible
